Id,QuaternaryFaultDensity,HorizGravityGradient2,GeodeticStrainRate,QuaternarySlipRate,FaultRecency,FaultSlipDilationTendency,Earthquakes,HorizMagneticGradient2,Heatflow,DEM-30m,X_83UTM11,Y_83UTM11,TrainCodeNeg,TrainCodePos,TrainCodePosT130,TrainCodePosT37,NAME,MAX_MAXT,Blind,POWER,E_utm83,N_utm83,Depth(m)
22,0.098539462,0.329465438,1.542364592,-0.948490243,-1.324444964,-0.027474151,0.716957911,0.110838339,-0.682839471,-1.310738994,311577.6902,4336713.766,12,1,1,12,Wabuska,146,no,2.4,311640.08,4336782.876,
30,-1.216913573,1.636440701,1.260158234,-0.095779881,0.264404111,-1.830769102,0.546905115,1.72865562,1.466387063,-1.522234964,351077.6902,4341463.766,12,1,1,12,Lee-Allen Hot Springs,171,no,0,350977.0141,4341459.012,
70,0.862158351,-0.548165914,-0.436451257,-0.344605617,0.241669846,0.721987989,0.250526887,-0.641395173,-1.521317245,0.071722471,583077.6902,4347963.766,12,1,12,1,Fish Creek Springs,45,no,0,583171.4185,4348055.175,
38,0.440743079,0.343207526,1.582571109,-0.113117882,1.989321268,0.10489361,1.199055759,0.883680989,2.237640431,-1.537710279,364577.6902,4351213.766,12,1,1,12,Salt Wells,188,no,28,364549.9476,4351220.473,
26,-0.753571889,0.465923083,0.68550697,-0.413215531,1.420740935,0.436912828,0.573677681,0.832158146,0.072704379,0.082039348,452577.6902,4351713.766,12,1,1,12,Peterson,150,no,0,452569.0704,4351617.966,
69,-1.338340107,0.449676596,-0.344619262,-0.025483391,0.178090219,0.389203077,-0.011941744,0.275711438,0.161936499,-0.22746695,512327.6902,4353213.766,12,1,12,1,Spencer Hot Springs,95,no,0,512432.2086,4353121.583,
50,-0.548853118,0.988957206,-0.393024785,-1.124141517,-0.981151731,-0.436522272,0.413146728,0.02840179,-0.090388335,0.303852195,556077.6902,4361963.766,12,1,12,1,Klobe Hot Spring,86,no,0,556189.8765,4361908.256,
81,2.564688552,2.425583284,1.632089339,0.760124182,1.297310963,0.983591122,1.306076046,0.842462715,0.969911463,-0.910960025,392827.6902,4363713.766,12,1,12,1,Eleven Mile Canyon,82,yes,0,392741.7381,4363820.857,
74,2.446651845,1.074042561,1.237141514,-1.179145934,-0.928539869,-3.566682905,1.421539615,0.626066773,0.509792336,-1.388115569,310577.6902,4366713.766,12,1,1,12,Silver Springs,149,yes,0,310699.1821,4366760.54,
45,0.780413897,-0.430908663,1.504917338,0.761518194,1.738297447,0.822655982,1.372903366,-0.775354566,-0.242575266,-1.669250456,400577.6902,4373963.766,12,1,12,1,Pirouette Mount (Dixie Valley),87,yes,0,400641.6332,4374014.852,
54,0.175911705,-1.069723084,1.252824889,-0.542879722,2.062463915,-0.748703032,1.120356773,0.95581297,-0.905408731,-1.625403731,366327.6902,4378463.766,12,1,1,12,Stillwater,178,yes,47.3,366220.0049,4378433.232,
58,-1.298478871,0.529496291,-0.529951406,-1.124388656,-0.157382973,-1.049718569,-0.041029493,-0.517740349,0.212232477,0.125886073,554827.6902,4378963.766,12,1,12,1,Soda Lake,216,yes,26.1,341033.1288,4380586.614,
60,-0.669518556,-0.723859144,0.58728716,-1.362263567,0.909129547,-0.250333123,-0.071265956,-0.054034759,-0.432222203,-1.550606375,341077.6902,4380463.766,12,1,1,12,Bartine Hot Springs,62,no,0,554947.3541,4378938.93,
43,-0.427360626,-1.02907476,0.360824934,-0.230907904,-0.104843988,0.494005822,0.165248082,-0.713527154,0.642035434,0.590145521,508077.6902,4382213.766,12,1,1,12,Patua Hot Springs,182,no,0,322235.725,4383331.343,
51,0.578501745,-0.784028939,1.252134937,-0.886896486,0.052263561,-0.080877887,0.855712219,1.027944951,-0.433699025,-1.488705115,320327.6902,4383713.766,12,1,1,12,McGinness Hills,192,yes,0,507981.8002,4382264.531,
73,-0.516469263,3.224229742,0.935494168,1.944392683,0.28074705,-1.099683639,-0.370133788,0.224188595,0.28769476,-0.549869344,441327.6902,4391713.766,12,1,1,12,Monte Neva Hot Springs,111,no,0,688071.2659,4393197.867,
37,-0.41164315,-0.266838413,1.390832997,0.610378492,2.219668309,-0.406312129,1.774457045,1.275254599,1.616189771,-1.725993277,408827.6902,4392463.766,12,1,12,1,Tungsten Mountain,176,yes,0,441329.7733,4391638.321,
8,-0.052374577,2.305628988,-1.018776939,0.428160591,-0.099662506,0.536021588,-1.352376945,-0.754745428,-0.406033111,0.038192622,688077.6902,4393213.766,12,1,12,1,Clan Alpine Ranch,70,yes,0,408838.3154,4392466.381,
65,-0.02741026,0.039597294,-0.986602795,-1.008621851,-0.733904647,1.330450899,-0.206033971,-0.754745428,-2.007011602,0.394124865,627327.6902,4399713.766,12,1,12,1,Alligator Ridge well,44,yes,0,627304.185,4399664.248,
34,0.569941391,-0.834887505,0.825857029,-0.820354989,-0.579896158,1.353073702,-0.467806481,0.811549009,-0.182120741,-1.130193653,333077.6902,4402713.766,12,1,1,12,Desert Peak,219,yes,23,333038.4343,4402656.508,
42,0.920170515,-0.965694198,0.937708693,-0.719205401,-0.27565519,1.353073702,-0.206033971,0.419975399,-0.193560645,-1.455175267,340327.6902,4405213.766,12,1,1,12,Bradys,212,no,26.1,327645.3763,4406428.875,
41,0.852764536,0.542339363,1.197842772,1.369022661,2.476672588,-0.908426982,1.169741366,-0.074643897,2.237640431,-1.725993277,408327.6902,4405463.766,12,1,1,12,Dixie Meadows,145,no,0,408259.0987,4405391.318,
18,0.657755522,1.032174145,0.877027078,-0.46732089,-0.368530614,1.353073702,-0.283636291,0.18297032,0.331408174,-1.452596047,327577.6902,4406463.766,12,1,1,12,Desert Queen,155,yes,0,340300.2835,4405102.196,
52,-0.621335333,0.695043494,-1.233558635,-1.010443803,-0.405961443,1.145319801,-0.370133788,-0.713527154,-1.407381678,-0.010812542,619327.6902,4407713.766,12,1,12,1,Warm Springs Ranch-Newark Valley,42,no,0,619231.4366,4407741.777,
29,0.230027908,0.685796482,-0.772904764,-0.923798545,-1.18660945,0.622614717,-2.182920092,-0.991750508,-0.186079504,0.311589852,709077.6902,4411713.766,12,1,12,1,Spring Valley Well,79,yes,0,709139.9901,4411788.185,
40,0.085834792,2.045043049,1.187514191,1.606740158,2.461928086,-0.226610504,1.067507936,-0.291039839,1.728364158,-1.725993277,413577.6902,4412963.766,12,1,1,12,Dixie Comstock,196,no,0,413538.2584,4412935.485,
56,0.883205263,-0.328934668,0.556973762,-0.665820097,-0.0576073,0.975850643,-0.283636291,-0.723831722,2.237640431,-0.408012291,487577.6902,4416463.766,12,1,1,12,Cherry Creek Hot Springs,102,no,0,679641.5056,4417405.173,
32,-0.141139213,2.884851553,-0.464058397,1.533475295,1.731978271,0.615500715,-2.182920092,1.069163225,0.299427866,-0.219729293,535077.6902,4416963.766,12,1,12,1,Reese River,150,yes,0,487508.6513,4416434.76,
77,-0.275124313,0.832657015,-1.358205534,1.333289737,0.098919417,0.950847225,-1.200669798,-0.806268272,-0.081786688,0.236792497,679577.6902,4417463.766,12,1,12,1,Walti Hot Springs,83,no,0,535111.3136,4416951.244,
1,-0.538741933,0.129884093,0.213210506,-0.458460969,0.258714674,0.13992067,-0.135656066,-0.404390094,1.463095438,-0.660775768,457077.6902,4417963.766,12,1,12,1,McCoy,122,yes,0,457127.2819,4418077.82,
35,0.371355044,0.124297357,0.776120976,-0.382452384,-1.063107328,0.959186339,0.142339957,1.007335813,0.846475663,-0.382220099,310827.6902,4419963.766,12,1,12,1,Black Warrior,128,yes,0,310707.1116,4420066.033,
79,-1.309507805,1.213903619,-0.534681777,1.066361192,1.391565953,0.362737877,-1.200669798,-0.826877409,0.463677059,-0.230046169,527077.6902,4421213.766,12,1,12,1,Shipley Hot Springs,55,no,0,579002.9662,4421598.09,
4,-1.051753139,0.05488055,-1.491311555,-0.363877559,-1.153149292,0.945821483,-0.787486241,-0.424999231,-0.463774941,-0.116560527,579077.6902,4421713.766,12,1,12,1,Hot Springs Point,128,no,0,527192.8464,4421275.584,
9,-0.653918157,3.141327709,1.260956915,1.750548876,1.653702565,0.238444717,1.359064317,0.213884026,1.312607943,-1.725993277,426827.6902,4423463.766,12,1,1,12,Dixie Valley,250,no,67,426844.2416,4423409.917,
20,-0.145533612,0.603729249,1.124400592,0.156149606,1.489985304,0.489300279,0.855712219,0.121142908,1.146997304,-1.725993277,438577.6902,4428213.766,12,1,12,1,Hyder Hot Spring,84,no,0,438668.4561,4428323.574,
67,0.640861896,0.361894196,0.798974148,0.498974522,1.721664214,0.827110934,0.308719793,0.533325655,1.170232753,-1.715676401,447077.6902,4432213.766,12,1,12,1,Western Augusta Mtn Hot Springs,40,no,0,447164.4052,4432130.167,
55,-0.359500557,-0.540395855,1.073538943,0.868357164,0.552277686,0.18051642,0.624524668,-0.136471309,0.165023159,-0.80521204,414327.6902,4433713.766,12,1,12,1,New York Canyon,75,yes,0,414355.1707,4433793.855,
3,0.896987584,0.739095232,0.819394973,0.301330522,1.395609257,0.353466009,0.345153461,-0.414694663,1.098355963,-1.725993277,448327.6902,4436713.766,12,1,12,1,McCoy Hot Springs,49,no,0,448431.9932,4436737.968,
19,0.415391835,-0.477593231,1.179981357,0.450378644,1.324427734,0.552045493,0.837382237,-0.187994152,0.939248486,-1.725993277,438077.6902,4437713.766,12,1,12,1,Sou Hot Springs,85,no,0,438129.004,4437725.125,
5,0.28722581,2.445875339,0.649493711,0.185226627,0.518430388,-0.133905738,0.043048028,0.007792653,0.991518758,-1.166302722,458077.6902,4447713.766,12,1,1,12,Jersey Valley Hot Springs,166,no,0,458202.1654,4447625.78,
68,0.665880473,-0.757186917,0.978768346,-0.274646443,1.626222865,0.546267977,-0.243842997,-0.301344407,1.40118174,-0.534394029,509827.6902,4448463.766,12,1,12,1,Unnamed Hot Pool-Carico Valley,50,no,0,509882.423,4448501.464,
64,0.506579509,0.904064497,1.149431622,-0.342334586,1.51957188,0.6989893,-0.711823278,-0.394085525,1.462917623,-0.918697683,490827.6902,4448963.766,12,1,12,1,Valley of the Moon,56,no,0,490951.1474,4448940.584,
25,0.845292916,2.977835398,-1.803441228,-1.245822356,-0.61514796,0.599977992,-1.542368166,-0.74444086,0.350702499,-0.067555363,579327.6902,4452463.766,12,1,12,1,Bruffey's Hot Springs,72,no,0,579207.2663,4452501.226,
16,1.424433131,0.36349958,1.310311598,0.59924709,1.429602066,0.493643857,0.738421223,0.007792653,0.507826867,-1.290105241,442327.6902,4455463.766,12,1,12,1,Colado,155,yes,0,383498.8185,4455797.634,
21,-0.142664835,1.47847091,0.310925514,0.43306313,1.32764785,-0.579595839,0.396714151,-0.929923096,-0.651117743,-1.38295713,383577.6902,4455713.766,12,1,1,12,Paris Well,63,yes,0,442271.6149,4455345.908,
